max_num,mu,percent_local,filename,inferred,R2,lm_inferred,lm_R2,max generation,number of x values in the fit
10,1.5,0,consistency_10/mu1.5_0local/pop_data214.txt,0.9731888243537545,0.9999569575576843,0.9498959234617494,0.9997520941552916,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data261.txt,1.7612684435371886,0.9999108479957414,1.3184575894129735,0.9956976403415557,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data319.txt,1.277209842216819,0.9999727393492972,1.1498285949951397,0.9996675769322281,33,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data292.txt,1.9735111527638707,0.999951261410052,1.7560205411186507,0.9984401171457308,33,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data226.txt,1.2496973428175888,0.9999620148994126,1.1289498842652366,0.999843957302046,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data33.txt,1.2144251950752571,0.999802592138167,1.5792688397794246,0.9980344208667628,30,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data94.txt,1.0572429978634421,0.9999965415067015,1.0130817157567296,0.999947544374084,30,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data52.txt,1.5518831304874463,0.9996048720084934,1.3191534105655922,0.9997688168156745,30,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data210.txt,1.187437404291638,0.9999287606448731,1.3393800616299032,0.9994273338498425,32,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data315.txt,1.1838698996269992,0.9998577483581313,1.0467408600003552,0.9995152840497791,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data252.txt,1.8239223090372003,0.9990917589534841,1.3566059817926073,0.9989062928724785,33,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data20.txt,1.2208992852527767,0.9992879775247278,1.6314182273857063,0.9986569222884415,30,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data22.txt,1.0474627969921002,0.999963866477196,1.1126287039128657,0.99992308761956,30,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data6.txt,1.7190116696213593,0.9996226259578765,1.76772503778002,0.9993149795854932,30,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data42.txt,1.6218914177598434,0.9998395621827203,1.4943040060644939,0.9967973591232228,31,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data92.txt,0.975933424094078,0.9999352024646206,0.9370467349992349,0.9999791307708695,31,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data290.txt,1.0768519173285145,0.9999814163592383,1.1029419931472786,0.9996085710254577,35,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data230.txt,1.4060708954147354,0.9999754982875477,1.510765884768643,0.9995826153640273,35,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data62.txt,1.2066514517241482,0.9998739955136217,1.115114340154956,0.9993316885530258,30,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data277.txt,1.4352571997492625,0.9999604326122776,1.4800215330610258,0.9992269216000315,33,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data262.txt,1.3302241121354261,0.9999590422086811,1.4207497031944283,0.9996544093514285,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data30.txt,1.5955449746998567,0.9999827346327846,1.5073531553164625,0.9996025704661676,31,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data330.txt,1.2021679805452128,0.9999201919504113,1.4124299625130061,0.9994363638331083,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data328.txt,1.1314876098992066,0.999904082865156,1.161543323498044,0.9997617334778044,35,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data280.txt,1.1406908654436534,0.9996407665416863,0.9989310094103718,0.999898043056018,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data67.txt,1.242759359018351,0.999744641520301,1.4531752502293687,0.9994048924465229,30,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data221.txt,1.3242237211788037,0.9999907698948409,1.2623621619217955,0.9998929864924394,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data276.txt,1.3049637566345442,0.9999666024518937,1.3475210286182953,0.9997853528387661,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data220.txt,1.3403297271707917,0.9998640704068259,1.5197643523355278,0.999757193719982,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data231.txt,1.293055599034799,0.9996592876865249,0.9759331135856395,0.9990539875135807,36,10
10,1.5,0,consistency_10/mu1.5_0local/pop_data206.txt,1.483565845776973,0.9997726325630911,1.5209721237651808,0.9997860773570278,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data29.txt,1.49537195165396,0.999935995789684,1.270841903503761,0.9988442140269542,29,7
10,1.5,0,consistency_10/mu1.5_0local/pop_data314.txt,1.0171172102632133,0.9998830429526733,1.2106924188704693,0.9993363718777524,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data87.txt,1.0901791518501112,0.9996524883011683,0.8343015913588614,0.9994831632367396,32,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data234.txt,1.2867929443681327,0.9999519204316383,1.1550070320970844,0.9997905171222421,33,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data305.txt,1.479750238948116,0.9999800551818934,1.3608443836989679,0.9995781189484176,33,8
10,1.5,0,consistency_10/mu1.5_0local/pop_data336.txt,1.0389253475464266,0.9997839034154621,1.238189237629296,0.9997119928458024,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data244.txt,1.5936122940940645,0.9999671414759537,1.4229322245760954,0.9992320385583022,34,9
10,1.5,0,consistency_10/mu1.5_0local/pop_data270.txt,0.9738296534473232,0.999974954451123,1.1309932511024758,0.9991897921795962,35,9
