max_num,mu,percent_local,inferred
10,1.5,0,0.9731888243537545
10,1.5,0,1.7612684435371886
10,1.5,0,1.277209842216819
10,1.5,0,1.9735111527638707
10,1.5,0,1.2496973428175888
10,1.5,0,1.2144251950752571
10,1.5,0,1.0572429978634421
10,1.5,0,1.5518831304874463
10,1.5,0,1.187437404291638
10,1.5,0,1.1838698996269992
10,1.5,0,1.8239223090372003
10,1.5,0,1.2208992852527767
10,1.5,0,1.0474627969921002
10,1.5,0,1.7190116696213593
10,1.5,0,1.6218914177598434
10,1.5,0,0.975933424094078
10,1.5,0,1.0768519173285145
10,1.5,0,1.4060708954147354
10,1.5,0,1.2066514517241482
10,1.5,0,1.4352571997492625
10,1.5,0,1.3302241121354261
10,1.5,0,1.5955449746998567
10,1.5,0,1.2021679805452128
10,1.5,0,1.1314876098992066
10,1.5,0,1.1406908654436534
10,1.5,0,1.242759359018351
10,1.5,0,1.3242237211788037
10,1.5,0,1.3049637566345442
10,1.5,0,1.3403297271707917
10,1.5,0,1.293055599034799
10,1.5,0,1.483565845776973
10,1.5,0,1.49537195165396
10,1.5,0,1.0171172102632133
10,1.5,0,1.0901791518501112
10,1.5,0,1.2867929443681327
10,1.5,0,1.479750238948116
10,1.5,0,1.0389253475464266
10,1.5,0,1.5936122940940645
10,1.5,0,0.9738296534473232
10,1.5,0,1.1446019951796025
10,1.5,0,1.587885847501711
10,1.5,0,1.422146499778989
10,1.5,0,2.083228961730792
10,1.5,0,1.0342184315395104
10,1.5,0,1.6717727277128822
10,1.5,0,1.4133092022517384
10,1.5,0,0.7420940084085603
10,1.5,0,1.4179340044820337
10,1.5,0,1.3641753868375428
10,1.5,0,1.1482135193699308
10,1.5,0,1.2497581838389507
10,1.5,0,1.3069858736118198
10,1.5,0,1.3848100814455089
10,1.5,0,1.4793845329337483
10,1.5,0,1.4388409095555632
10,1.5,0,1.4746492570906096
10,1.5,0,1.26226134395574
10,1.5,0,1.0525957272401114
10,1.5,0,0.8952623930270307
10,1.5,0,1.1331861047805232
10,1.5,0,1.0011954901082118
10,1.5,0,1.2641753136888214
10,1.5,0,0.8756787206176946
10,1.5,0,1.0710344025959526
10,1.5,0,1.6828725968458098
10,1.5,0,1.2326369989373998
10,1.5,0,1.9684744060599582
10,1.5,0,1.3031610170933492
10,1.5,0,1.477431888112561
10,1.5,0,0.9692006765360643
10,1.5,0,1.3698816840880244
10,1.5,0,1.3457327781685762
10,1.5,0,1.0227450646681189
10,1.5,0,1.0554753906776675
10,1.5,0,1.4697377368877875
10,1.5,0,1.653025245714316
10,1.5,0,1.1391056621111564
10,1.5,0,1.5094976286161712
10,1.5,0,1.1073573369280254
10,1.5,0,1.4457334112092162
10,1.5,0,1.5984005228141158
10,1.5,0,1.4098981309194492
10,1.5,0,1.8373619284200666
10,1.5,0,1.1705090038665062
10,1.5,0,1.4102073280485774
10,1.5,0,1.0137007201904233
10,1.5,0,0.9999387002721232
10,1.5,0,1.7124213745887764
10,1.5,0,1.1484406124350457
10,1.5,0,1.2372662384704407
10,1.5,0,1.533015130946516
10,1.5,0,1.573415678951505
10,1.5,0,1.2545564735744699
10,1.5,0,1.755206332196984
10,1.5,0,1.5062311310377887
10,1.5,0,1.4025747678878773
10,1.5,0,1.623504444701851
10,1.5,0,1.1907718303405344
10,1.5,0,1.292342882786007
10,1.5,0,1.2335964873602112
10,1.5,0,1.142409604820707
10,1.5,0,1.0425289247784488
10,1.5,0,1.5312972312237685
10,1.5,0,1.6186627247327685
10,1.5,0,1.317637971515666
10,1.5,0,1.1542883444872714
10,1.5,0,1.2610878241853962
10,1.5,0,1.3682158714411856
10,1.5,0,1.3106574034916818
10,1.5,0,1.4650584658320382
10,1.5,0,1.3801029313191848
10,1.5,0,0.8061238389751781
10,1.5,0,1.1672954524918788
10,1.5,0,1.5908313447667872
10,1.5,0,1.5866182185380309
10,1.5,0,1.3786984870471102
10,1.5,0,0.8793892055916825
10,1.5,0,1.5503502569271221
10,1.5,0,1.3419181789257046
10,1.5,0,1.6494229314508093
10,1.5,0,1.290496217046254
10,1.5,0,1.4186106748555827
10,1.5,0,1.475618910687341
10,1.5,0,1.5417284085993606
10,1.5,0,1.6868833839751174
10,1.5,0,1.3833885737165668
10,1.5,0,1.635323627690108
10,1.5,0,1.5065640033983385
10,1.5,0,1.7977490068105313
10,1.5,0,1.3137829664801273
10,1.5,0,1.5460694878164882
10,1.5,0,0.910629662978617
10,1.5,0,1.1617739743329887
10,1.5,0,2.120787552034626
10,1.5,0,1.041513339847894
10,1.5,0,1.8158375491107739
10,1.5,0,0.909887572582897
10,1.5,0,1.2714048739133328
10,1.5,0,1.941820473874177
10,1.5,0,1.0812512770982243
10,1.5,0,1.0857021880554107
10,1.5,0,1.6438259627109328
10,1.5,0,1.148778255051587
10,1.5,0,1.0364666229219455
10,1.5,0,1.3544056900404562
10,1.5,0,1.0275052458686575
10,1.5,0,1.4049615497028216
10,1.5,0,1.4040863945157422
10,1.5,0,1.5533099231653105
10,1.5,0,1.3185693356744599
10,1.5,0,1.4729097047653834
10,1.5,0,1.223113450665109
10,1.5,0,1.0308251024734685
10,1.5,0,1.2829439199124204
10,1.5,0,1.783530404816819
