percentage,mu,max_num,rate,capacity,saturation,R2,t_sat
0,1.0,10,0.4059602049794865,12.156503343524152,1.2156503343524152,0.9156037225387094,11.883049411245548
0,1.0,10,0.12336434270642047,58559429.196201466,5855942.919620147,0.765386293090552,289.96308448259066
0,1.0,10,0.29139855426080197,9.930493604169351,0.9930493604169351,0.8406886992589959,15.027333774787554
0,1.0,10,0.28522553759402297,8.615250339718193,0.8615250339718192,0.8188844688608121,14.235421396586267
0,1.0,10,0.3838199921729643,6.525454535484148,0.6525454535484149,0.8724289193459294,8.907120774029515
0,1.0,10,0.3756385046631895,7.685061621836198,0.7685061621836198,0.9033056932174954,10.115445593848525
0,1.0,10,0.23167592879287216,8.177274855933115,0.8177274855933115,0.8905360070440472,17.014454412730824
0,1.0,10,0.23907340595143137,11.401212018599619,1.1401212018599618,0.8874878542765992,19.591659141567366
0,1.0,10,0.30950298544979316,8.754070816317308,0.8754070816317308,0.9090678759111837,13.235529661247018
0,1.0,10,0.6984503240732531,11.133750168327891,1.1133750168327892,0.9831641267707304,6.631456451833543
0,1.0,10,0.21266820776753945,14.189931931191984,1.4189931931191984,0.8103111741420959,24.25801047703349
0,1.0,10,0.5988645077583631,9.306742328252245,0.9306742328252244,0.9590431529126521,7.070272111038075
0,1.0,10,0.22222765594865512,8.619070271805178,0.8619070271805178,0.8257134672512398,18.275442289231446
0,1.0,10,0.20726992174610273,11.685447651244665,1.1685447651244665,0.88962087948744,22.85795028274251
0,1.0,10,0.41233337357375466,9.847315452345644,0.9847315452345644,0.8854087750302201,10.574521559533073
0,1.0,10,0.42063018968886584,7.511148137944384,0.7511148137944385,0.915791204562944,8.908137608151232
0,1.0,10,0.3262065708946585,9.174804388722595,0.9174804388722595,0.9258226903901488,12.881756383690544
0,1.0,10,0.32855275923729804,10.538906655754195,1.0538906655754194,0.890988704148898,13.72917322510363
0,1.0,10,0.22574649738186345,15.081748302968894,1.5081748302968894,0.8894665501696367,23.432297226676475
0,1.0,10,0.30640793243841913,11.078226430975024,1.1078226430975024,0.8136816344148561,15.080401342537865
0,1.0,10,0.30729691635055034,12.204802896265864,1.2204802896265865,0.91660742618317,15.726435169606564
0,1.0,10,0.2767801976243155,8.317042264227284,0.8317042264227285,0.9253244630751873,14.381131317460934
0,1.0,10,0.2460563555830479,9.59372348498694,0.959372348498694,0.8261385159402598,17.484060546875327
0,1.0,10,0.39378522933834387,11.091302490713176,1.1091302490713175,0.91311340730769,11.740785286458804
0,1.0,10,0.31369881986126275,10.82413110330027,1.082413110330027,0.8770455429053506,14.567104317012646
0,1.0,10,0.24225591751091588,13.625405279662266,1.3625405279662266,0.8515839958813498,20.934151801607207
0,1.0,10,0.25869278725890116,8.90174037904142,0.8901740379041421,0.932583784953723,15.980987009784526
0,1.0,10,0.2529240298265162,7.494973407530876,0.7494973407530876,0.9238142699202159,14.795182230007857
0,1.0,10,0.42322023009907583,7.511699947228833,0.7511699947228834,0.8819577814769387,8.854021700712687
0,1.0,10,0.4172788784266753,9.681501327819939,0.9681501327819939,0.903948597006145,10.358513643915611
0,1.0,10,0.5691873260754748,10.373351389908334,1.0373351389908334,0.9277365026038279,7.86338908871941
0,1.0,10,0.42078135299766045,11.955786336994432,1.1955786336994432,0.8651167358116807,11.378202632979844
0,1.0,10,0.25025508052602574,7.411815079198267,0.7411815079198267,0.8701658140924046,14.849987385870842
0,1.0,10,0.29773098661726743,10.754007919864623,1.0754007919864623,0.8935824685253146,15.300243317812113
0,1.0,10,0.40257998603730116,7.445721421674766,0.7445721421674766,0.9442139437338177,9.257373092795971
0,1.0,10,0.4380438027753585,7.2753793066326935,0.7275379306632693,0.9738495811750044,8.38561768858082
0,1.0,10,0.18355729258209028,12.893255185241639,1.2893255185241639,0.8732012748045106,26.977641840813163
0,1.0,10,0.24831271179914008,10.43813517665798,1.0438135176657979,0.9247286424743763,18.080092634267444
0,1.0,10,0.39455331998515586,8.668687273261495,0.8668687273261495,0.8821733388662575,10.326337895189788
0,1.0,10,0.28558952380956293,8.248069767185223,0.8248069767185223,0.8971326564245595,13.871203453040858
0,1.0,10,0.251603380073429,8.903044677423791,0.8903044677423791,0.8523014103577968,16.43259392482606
0,1.0,10,0.3508353739868165,10.079169283008229,1.007916928300823,0.9008855960465677,12.575600200766946
0,1.0,10,0.12010171779421557,15297704.605097251,1529770.4605097251,0.8437248446248375,275.4867055652473
0,1.0,10,0.45387907130420513,10.646698708420832,1.0646698708420832,0.9162292994408027,9.987751792798207
0,1.0,10,0.24802306028704244,9.064788015259117,0.9064788015259116,0.8044413324512147,16.833172079120487
0,1.0,10,0.2891159206634322,11.226712424527234,1.1226712424527234,0.9221662892579915,16.083536021488115
0,1.0,10,0.38287081345667123,12.984448225693916,1.2984448225693916,0.949987569948791,12.973617945244595
0,1.0,10,0.25503262548976274,8.601869710586838,0.8601869710586838,0.9200898976966977,15.906939182320338
