x,y,radial distance,birth gen,mutation
1.07873,-1.78748,2.08776,1.0,0.0
-0.574836,0.354147,0.675171,1.0,0.0
-3.80704,0.756528,3.88148,1.0,0.0
-1.10579,0.966559,1.46868,1.0,0.0
-0.414301,-0.423674,0.592575,1.0,0.0
2.26532,2.38174,3.287,1.0,0.0
-1.97443,-3.26623,3.81663,1.0,0.0
-1.7762,3.09258,3.56636,1.0,0.0
0.363017,0.354585,0.507456,1.0,0.0
2.93315,2.27994,3.71503,1.0,0.0
-1.29133,3.4692,3.70174,1.0,0.0
-3.36299,-3.84853,5.11086,1.0,0.0
-0.807815,-3.01597,3.12229,1.0,0.0
0.426839,-0.314821,0.530381,1.0,0.0
-3.39831,-4.00805,5.2548,1.0,0.0
-5.1435,-0.978541,5.23576,1.0,0.0
-0.958285,-2.93116,3.08383,1.0,0.0
-0.309294,-1.36311,1.39776,1.0,0.0
-0.579709,-1.24812,1.37618,1.0,0.0
2.70157,2.16673,3.46312,1.0,0.0
-3.07173,-0.979031,3.22397,1.0,0.0
-2.88503,-1.76414,3.38165,1.0,0.0
-0.772072,0.607641,0.982508,1.0,0.0
3.54741,-1.50361,3.85292,1.0,0.0
3.5641,-0.153454,3.5674,1.0,0.0
3.91078,2.30076,4.53737,1.0,0.0
-1.11782,-0.682441,1.30967,1.0,0.0
0.737042,-3.04413,3.13209,1.0,0.0
-3.13223,-0.813842,3.23623,1.0,0.0
-1.97433,0.555109,2.05088,1.0,0.0
-1.91831,1.42783,2.39136,1.0,0.0
0.279448,-1.35304,1.3816,1.0,0.0
6.01043,-1.18567,6.12626,1.0,0.0
-3.8841,2.99028,4.90184,1.0,0.0
-2.24993,1.16567,2.53396,1.0,0.0
1.43603,-0.127616,1.44169,1.0,0.0
-1.25642,1.61982,2.04998,1.0,0.0
-1.2469,-4.09748,4.283,1.0,0.0
-3.46933,0.871266,3.57705,1.0,0.0
-3.72722,0.201825,3.73268,1.0,0.0
-1.03948,1.18411,1.57563,1.0,0.0
-0.804743,-0.543631,0.971157,1.0,0.0
-3.43912,0.172941,3.44346,1.0,0.0
-0.739767,2.84476,2.93938,1.0,0.0
1.13131,1.27326,1.70324,1.0,0.0
-2.45009,1.94756,3.12985,1.0,0.0
1.82432,0.293078,1.84771,1.0,0.0
0.546171,-2.28018,2.34468,1.0,0.0
3.38765,2.42469,4.16597,1.0,0.0
1.47946,-0.149214,1.48696,1.0,0.0
1.3378,-1.39689,1.93417,1.0,0.0
-0.793958,-0.63413,1.01612,1.0,0.0
1.06089,0.976808,1.44209,1.0,0.0
0.340825,2.50315,2.52624,1.0,0.0
-1.62044,2.39441,2.8912,1.0,0.0
-0.24347,-1.38692,1.40813,1.0,0.0
-1.70867,2.98951,3.44336,1.0,0.0
0.661992,0.0361855,0.66298,1.0,0.0
-3.78774,1.21738,3.97857,1.0,0.0
-1.94918,-0.636123,2.05035,1.0,0.0
-1.7785,1.33662,2.22477,1.0,0.0
-0.779293,-0.316414,0.84108,1.0,0.0
1.17228,-4.20862,4.36884,1.0,0.0
-2.63465,0.29662,2.65129,1.0,0.0
2.19758,1.74293,2.80485,1.0,0.0
-1.70874,-2.39386,2.94115,1.0,0.0
1.61398,0.241258,1.63191,1.0,0.0
1.18121,-0.943164,1.51156,1.0,0.0
-2.90376,0.094661,2.9053,1.0,0.0
-0.584474,-1.10256,1.2479,1.0,0.0
-1.71683,-1.1236,2.05182,1.0,0.0
0.981073,0.71998,1.21691,1.0,0.0
2.56477,0.350059,2.58855,1.0,0.0
-2.7041,4.48342,5.23576,1.0,0.0
0.384,0.569198,0.686616,1.0,0.0
1.80644,-0.13672,1.8116,1.0,0.0
0.0179961,-2.34459,2.34466,1.0,0.0
-1.44509,-1.64056,2.18625,1.0,0.0
0.439908,-0.269096,0.515685,1.0,0.0
-0.283508,2.42572,2.44223,1.0,0.0
0.17355,2.47369,2.47978,1.0,0.0
0.8887,2.05859,2.24223,1.0,0.0
2.16982,0.0614464,2.17069,1.0,0.0
-0.751239,-1.77642,1.92874,1.0,0.0
-2.64148,-0.0643209,2.64226,1.0,0.0
0.0387167,-3.13935,3.13959,1.0,0.0
-1.41891,-4.2862,4.51496,1.0,0.0
4.39796,-0.250962,4.40511,1.0,0.0
-2.13119,4.26582,4.76856,1.0,0.0
-0.343178,0.260052,0.430579,1.0,0.0
2.90483,2.02775,3.54257,1.0,0.0
1.87315,2.28849,2.95735,1.0,0.0
1.06782,0.783153,1.32422,1.0,0.0
2.64247,-3.61224,4.47559,1.0,0.0
-0.412756,-3.43253,3.45726,1.0,0.0
1.4604,0.855187,1.69237,1.0,0.0
-0.816643,-5.98143,6.03693,1.0,0.0
0.640394,0.138892,0.655283,1.0,0.0
-4.66393,-4.08837,6.20217,1.0,0.0
3.36404,4.74809,5.81903,1.0,0.0
-2.16352,1.65423,2.72347,1.0,0.0
-4.49881,-1.86359,4.86953,1.0,0.0
-2.93996,2.67789,3.97674,1.0,0.0
-0.0465876,0.861352,0.862611,1.0,0.0
0.158776,-1.02814,1.04033,1.0,0.0
-1.10032,1.3533,1.74417,1.0,0.0
1.88253,1.9594,2.7172,1.0,0.0
-1.29371,-1.21172,1.77256,1.0,0.0
2.98821,-0.949342,3.13539,1.0,0.0
0.415534,-1.33146,1.3948,1.0,0.0
2.90692,-1.73446,3.38505,1.0,0.0
2.07,2.37,3.14671,1.0,0.0
-0.869918,0.0186994,0.870119,1.0,0.0
-2.698,-2.907,3.96609,1.0,0.0
0.607886,0.0431539,0.609416,1.0,0.0
-0.414704,-1.45994,1.51769,1.0,0.0
0.602902,1.42589,1.54811,1.0,0.0
0.101232,0.884206,0.889982,1.0,0.0
-0.878792,-0.29778,0.927873,1.0,0.0
-0.0634251,0.365823,0.371281,1.0,0.0
1.06139,1.49856,1.83637,1.0,0.0
1.32611,0.991062,1.65553,1.0,0.0
3.29522,-0.196226,3.30106,1.0,0.0
-1.47027,-0.467281,1.54274,1.0,0.0
1.78235,1.50468,2.33256,1.0,0.0
-1.56534,-1.417,2.11144,1.0,0.0
-1.08443,1.72924,2.04114,1.0,0.0
0.168273,0.577181,0.60121,1.0,0.0
-3.93783,1.15348,4.1033,1.0,0.0
1.47084,2.62151,3.00594,1.0,0.0
-2.84454,-0.332016,2.86386,1.0,0.0
3.72073,-2.25999,4.35332,1.0,0.0
-0.875046,-2.14466,2.31631,1.0,0.0
0.342869,1.87803,1.90907,1.0,0.0
-0.845255,-0.0500304,0.846734,1.0,0.0
2.52812,-3.45984,4.28508,1.0,0.0
1.76467,-1.94283,2.62462,1.0,0.0
-0.597574,1.32284,1.45155,1.0,0.0
5.42205,-0.471555,5.44252,1.0,0.0
0.974847,-0.773554,1.24447,1.0,0.0
-0.65832,1.39585,1.54331,1.0,0.0
-0.977638,1.01699,1.41069,1.0,0.0
2.83689,0.795535,2.94633,1.0,0.0
1.90002,-1.17299,2.23293,1.0,0.0
-0.282389,0.0770949,0.292724,1.0,0.0
-5.3338,-1.36585,5.5059,1.0,0.0
1.5758,-0.0107056,1.57584,1.0,0.0
0.231596,0.660113,0.699561,1.0,0.0
-2.10107,1.1188,2.38038,1.0,0.0
0.228732,-0.00251427,0.228746,1.0,0.0
0.593584,0.0908388,0.600494,1.0,0.0
0.787676,-0.595215,0.987276,1.0,0.0
0.0364001,2.024,2.02433,1.0,0.0
-3.78369,2.45398,4.5098,1.0,0.0
-0.44897,-4.08336,4.10797,1.0,0.0
2.44226,-2.1105,3.22782,1.0,0.0
1.19384,2.38138,2.66387,1.0,0.0
0.898989,-1.14688,1.45723,1.0,0.0
0.809127,4.01437,4.0951,1.0,0.0
0.439482,-0.215193,0.489339,1.0,0.0
-2.33274,-2.62401,3.511,1.0,0.0
4.91438,-2.64577,5.58133,1.0,0.0
-0.155993,0.298672,0.336955,1.0,0.0
-0.626427,-1.24426,1.39305,1.0,0.0
-1.94715,-2.50775,3.17493,1.0,0.0
2.37508,0.0844091,2.37658,1.0,0.0
-0.539268,-2.45639,2.51488,1.0,0.0
-1.81934,-1.03948,2.09535,1.0,0.0
1.28297,1.57817,2.03387,1.0,0.0
0.869987,-0.0622621,0.872212,1.0,0.0
1.29131,-2.46889,2.7862,1.0,0.0
0.753631,-1.78329,1.936,1.0,0.0
1.30472,-1.46654,1.96291,1.0,0.0
-1.6105,1.45814,2.17253,1.0,0.0
-0.844144,1.39146,1.6275,1.0,0.0
-0.0115207,-3.29612,3.29614,1.0,0.0
-0.914246,0.00625034,0.914267,1.0,0.0
0.0802212,1.56813,1.57019,1.0,0.0
-1.47196,2.08579,2.55288,1.0,0.0
-6.28958,0.0569528,6.28984,1.0,0.0
2.14792,2.77786,3.51142,1.0,0.0
-0.366428,3.25076,3.27135,1.0,0.0
-0.514181,0.449061,0.682669,1.0,0.0
2.09113,1.0772,2.35227,1.0,0.0
0.239506,-2.90159,2.91146,1.0,0.0
2.38397,-0.707442,2.48672,1.0,0.0
-0.330878,-2.08496,2.11105,1.0,0.0
1.13398,-0.280069,1.16806,1.0,0.0
-0.702346,4.63173,4.68468,1.0,0.0
-2.47482,-2.17796,3.29671,1.0,0.0
-6.44178,-1.71593,6.6664,1.0,0.0
-1.69299,-1.51882,2.27443,1.0,0.0
-0.432434,2.93711,2.96877,1.0,0.0
-0.444761,-2.90448,2.93833,1.0,0.0
0.504819,0.54579,0.743457,1.0,0.0
-5.61449,-1.00817,5.70429,1.0,0.0
-0.102521,-1.65086,1.65404,1.0,0.0
-0.508414,-1.06672,1.18169,1.0,0.0
3.72745,-2.07213,4.26469,1.0,0.0
4.00756,1.75213,4.37385,1.0,0.0
-1.29279,1.2084,1.76961,1.0,0.0
0.227942,0.208812,0.309128,1.0,0.0
-1.35497,1.11622,1.75553,1.0,0.0
1.76704,-4.38811,4.73053,1.0,0.0
-0.114765,3.86759,3.86929,1.0,0.0
3.46586,1.99118,3.99712,1.0,0.0
3.1443,2.47662,4.00253,1.0,0.0
2.11639,-1.5913,2.6479,1.0,0.0
-0.0661747,0.646211,0.64959,1.0,0.0
2.65232,1.39049,2.9947,1.0,0.0
1.32272,1.91495,2.32736,1.0,0.0
-0.705615,-1.72391,1.86273,1.0,0.0
-3.96332,-2.33615,4.6006,1.0,0.0
-2.22419,-1.17017,2.51323,1.0,0.0
0.554461,-2.61065,2.66888,1.0,0.0
1.32656,0.0462905,1.32737,1.0,0.0
-1.07394,-0.419047,1.1528,1.0,0.0
2.70441,-0.503226,2.75083,1.0,0.0
-3.0444,0.883226,3.16993,1.0,0.0
-0.26657,-0.488879,0.556832,1.0,0.0
-2.21165,1.1762,2.50496,1.0,0.0
-2.55454,-1.88464,3.17452,1.0,0.0
0.0671882,-4.85776,4.85822,1.0,0.0
0.237775,-0.122492,0.267471,1.0,0.0
2.08407,-1.28667,2.44926,1.0,0.0
-2.03912,-0.404296,2.07882,1.0,0.0
-1.64865,1.16636,2.01951,1.0,0.0
-1.99442,-1.62022,2.5696,1.0,0.0
0.00100682,-2.84331,2.84331,1.0,0.0
-1.15904,-0.573485,1.29316,1.0,0.0
0.0666856,-0.530492,0.534667,1.0,0.0
0.873391,1.90413,2.09488,1.0,0.0
0.775592,2.39833,2.52063,1.0,0.0
-2.46978,0.932934,2.64011,1.0,0.0
-3.23905,0.716802,3.31742,1.0,0.0
4.11583,-1.97647,4.56579,1.0,0.0
-1.05655,-0.110183,1.06228,1.0,0.0
2.49463,-1.05812,2.70976,1.0,0.0
-0.267476,-1.82126,1.8408,1.0,0.0
4.45098,-2.20253,4.96612,1.0,0.0
-0.516851,0.293888,0.594563,1.0,0.0
-0.253044,-0.0565225,0.25928,1.0,0.0
-3.6265,3.48364,5.02864,1.0,0.0
1.21975,0.447505,1.29925,1.0,0.0
-1.70949,-0.287256,1.73346,1.0,0.0
-1.92867,-2.06258,2.82383,1.0,0.0
0.232373,-1.56142,1.57862,1.0,0.0
-0.741021,-0.641282,0.979977,1.0,0.0
0.373568,1.09887,1.16063,1.0,0.0
0.262078,3.87036,3.87922,1.0,0.0
-3.07747,-2.28462,3.83279,1.0,0.0
-0.67245,1.75072,1.87542,1.0,0.0
-1.76382,1.28251,2.1808,1.0,0.0
4.56867,3.72376,5.89399,1.0,0.0
0.698651,0.481381,0.848434,1.0,0.0
1.45472,1.75544,2.27986,1.0,0.0
0.0341141,1.79074,1.79106,1.0,0.0
-0.786744,4.22231,4.29498,1.0,0.0
-1.90389,-0.175402,1.91195,1.0,0.0
-1.45598,-2.3102,2.73073,1.0,0.0
-1.48215,-0.387077,1.53186,1.0,0.0
-0.566685,1.02709,1.17305,1.0,0.0
-0.932438,0.50012,1.05809,1.0,0.0
-1.48283,2.7169,3.09521,1.0,0.0
-2.76633,2.34664,3.62757,1.0,0.0
0.495388,6.20541,6.22515,1.0,0.0
-1.24137,2.75092,3.01804,1.0,0.0
0.0970418,1.38573,1.38913,1.0,0.0
3.83008,-0.353013,3.84631,1.0,0.0
-0.149506,2.2833,2.28819,1.0,0.0
-0.689092,2.14437,2.25237,1.0,0.0
2.26367,0.681007,2.36389,1.0,0.0
5.93257,2.06849,6.28284,1.0,0.0
-0.399928,2.68029,2.70997,1.0,0.0
1.4188,-2.10235,2.53632,1.0,0.0
-0.203579,0.705497,0.734283,1.0,0.0
0.812403,-2.13232,2.28184,1.0,0.0
0.502914,2.03489,2.09611,1.0,0.0
-2.25794,2.64339,3.47646,1.0,0.0
0.419493,0.724224,0.836943,1.0,0.0
1.84986,-1.19226,2.20079,1.0,0.0
-0.185893,-2.63282,2.63937,1.0,0.0
0.483324,0.793187,0.928842,1.0,0.0
1.97064,1.92569,2.75531,1.0,0.0
0.288739,-1.68903,1.71354,1.0,0.0
1.15205,-0.273846,1.18415,1.0,0.0
1.61255,0.536433,1.69943,1.0,0.0
-0.904145,-3.3925,3.51092,1.0,0.0
2.62048,1.01938,2.81177,1.0,0.0
3.10551,-2.82082,4.19538,1.0,0.0
-1.50961,2.88058,3.25218,1.0,0.0
-1.75366,-4.38013,4.71815,1.0,0.0
0.00940771,0.202238,0.202456,1.0,0.0
-0.203848,3.55606,3.56189,1.0,0.0
0.766142,-0.955047,1.22437,1.0,0.0
-1.79723,1.7202,2.4878,1.0,0.0
