x,y,radial distance,birth gen,mutation
3.89612,-4.76487,6.15498,4.0,0.0
-7.98392,3.02422,8.5375,4.0,0.0
-5.13308,0.274038,5.14039,4.0,0.0
0.00463095,-5.09587,5.09588,4.0,0.0
-2.88742,4.83953,5.63545,4.0,0.0
-1.51601,5.46243,5.6689,4.0,0.0
4.95942,0.969652,5.05333,4.0,0.0
4.25102,0.621326,4.29619,4.0,0.0
4.77504,-0.390652,4.79099,4.0,0.0
3.33321,-4.88389,5.91292,4.0,0.0
-1.11397,5.56687,5.67723,4.0,0.0
-4.02866,-1.61433,4.34007,4.0,0.0
4.56016,4.5552,6.44553,4.0,0.0
3.9168,4.81093,6.20374,4.0,0.0
4.53858,4.5821,6.44937,4.0,0.0
3.05739,-2.51344,3.95791,4.0,0.0
3.91544,-2.85942,4.8484,4.0,0.0
3.49717,5.10693,6.18958,4.0,0.0
4.46094,5.50875,7.08846,4.0,0.0
1.19719,6.57042,6.6786,4.0,0.0
0.821678,5.79972,5.85764,4.0,0.0
0.964083,6.40006,6.47226,4.0,0.0
2.40344,6.73271,7.14884,4.0,0.0
5.20526,6.07648,8.00115,4.0,0.0
3.83136,5.50109,6.70382,4.0,0.0
2.89236,5.89249,6.56408,4.0,0.0
-4.75418,-1.64445,5.03055,4.0,0.0
-5.24713,-0.545124,5.27537,4.0,0.0
-5.97304,-1.67726,6.20406,4.0,0.0
0.416922,3.19104,3.21816,4.0,0.0
-4.65527,0.968324,4.75491,4.0,0.0
-4.36454,1.2054,4.52794,4.0,0.0
-4.44231,4.36146,6.22547,4.0,0.0
5.34674,2.41269,5.86589,5.0,0.0
-3.82459,-2.40031,4.51541,5.0,0.0
-2.22072,-2.70825,3.50232,5.0,0.0
-4.04759,3.35921,5.25997,5.0,0.0
3.11045,-2.06825,3.73531,5.0,0.0
-6.22061,3.29257,7.03825,5.0,0.0
1.29191,2.28289,2.62309,5.0,0.0
-5.59674,0.547946,5.6235,5.0,0.0
0.231595,5.61291,5.61768,5.0,0.0
0.168824,-4.74299,4.74599,5.0,0.0
-3.85446,6.10137,7.21689,5.0,0.0
-0.299113,4.16707,4.17779,5.0,0.0
4.15591,1.28597,4.35032,5.0,0.0
-5.32706,2.2802,5.79456,5.0,0.0
7.3765,1.71882,7.5741,5.0,0.0
5.52442,1.80721,5.81251,5.0,0.0
-7.45913,-2.413,7.83972,5.0,0.0
-7.86118,-3.23117,8.49933,5.0,0.0
-7.04281,-3.88901,8.04522,5.0,0.0
4.74305,-2.06681,5.1738,5.0,0.0
-0.209588,4.21169,4.2169,5.0,0.0
-6.67471,4.94261,8.30549,5.0,0.0
2.09704,-2.43274,3.21182,5.0,0.0
5.12049,-3.76141,6.35356,5.0,0.0
6.09338,1.40515,6.2533,5.0,0.0
-0.435702,5.18662,5.20489,5.0,0.0
-2.00719,-4.20468,4.6592,5.0,0.0
-0.664575,-5.05822,5.10169,5.0,0.0
-2.41876,7.36897,7.75578,5.0,0.0
5.44244,1.32184,5.60066,5.0,0.0
-6.53954,2.05214,6.85396,5.0,0.0
-7.00292,2.65252,7.48844,5.0,0.0
-5.87321,2.09138,6.23446,5.0,0.0
5.9718,3.56961,6.95733,5.0,0.0
-1.76405,-2.77837,3.29108,5.0,0.0
4.58592,-2.90228,5.42714,5.0,0.0
4.59529,5.85649,7.44414,5.0,0.0
2.1068,6.55843,6.88851,5.0,0.0
3.46506,6.20639,7.10816,5.0,0.0
4.37888,3.994,5.92677,5.0,0.0
3.41417,2.83519,4.43789,5.0,0.0
0.719641,4.75142,4.80561,5.0,0.0
-5.15149,4.26102,6.68537,5.0,0.0
-8.46508,1.11935,8.53876,5.0,0.0
-0.464069,-3.43561,3.46681,5.0,0.0
-1.98877,6.04017,6.35916,5.0,0.0
0.677752,11.1944,11.2149,5.0,0.0
0.477226,-4.01876,4.04699,5.0,0.0
2.70906,-5.57643,6.19964,5.0,0.0
10.9839,-6.14854,12.5877,5.0,0.0
-3.59317,4.98523,6.14519,5.0,0.0
-4.73686,-3.13592,5.68083,5.0,0.0
-2.52946,-3.12472,4.02021,5.0,0.0
-5.08893,1.30414,5.25338,5.0,0.0
-2.74343,9.97209,10.3426,5.0,0.0
-4.905,2.4218,5.47029,5.0,0.0
-1.41802,6.69208,6.84067,5.0,0.0
-0.705348,6.28714,6.32658,5.0,0.0
6.68293,1.46052,6.84066,5.0,0.0
5.56497,-1.37556,5.73246,5.0,0.0
-6.85273,0.27683,6.85832,5.0,0.0
-8.06979,0.223826,8.07289,5.0,0.0
2.37833,-5.75773,6.2296,5.0,0.0
4.57422,-4.57097,6.46663,5.0,0.0
4.06513,-4.69264,6.20856,5.0,0.0
-7.27457,-3.59238,8.11323,5.0,0.0
5.30163,4.59135,7.0134,5.0,0.0
5.20481,3.85661,6.47793,5.0,0.0
-0.556478,6.32645,6.35088,5.0,0.0
1.9379,6.24459,6.53838,5.0,0.0
5.28932,6.23908,8.17943,5.0,0.0
4.90702,6.4126,8.07467,5.0,0.0
2.56077,6.1191,6.63332,5.0,0.0
1.10191,9.63851,9.70129,5.0,0.0
-6.02108,-1.47946,6.20018,5.0,0.0
0.797504,2.8929,3.00082,5.0,0.0
2.44139,1.65418,2.94902,5.0,0.0
-3.41297,4.79337,5.88429,5.0,0.0
5.61554,-1.53739,5.82219,6.0,0.0
-3.59862,-3.16019,4.78925,6.0,0.0
4.29291,-3.29387,5.41097,6.0,0.0
-6.35557,1.3405,6.4954,6.0,0.0
0.406456,2.35448,2.38931,6.0,0.0
1.00879,-4.91294,5.01544,6.0,0.0
-2.03948,-4.22581,4.69222,6.0,0.0
-2.58242,-7.65157,8.0756,6.0,0.0
-1.05225,1.03077,1.473,6.0,0.0
-3.59117,1.2004,3.78648,6.0,0.0
-6.26095,3.76899,7.30785,6.0,0.0
-0.299285,6.47099,6.47791,6.0,0.0
0.121001,8.36109,8.36196,6.0,0.0
7.41784,1.54654,7.57735,6.0,0.0
5.23905,2.29366,5.71914,6.0,0.0
3.29592,-8.97038,9.55671,6.0,0.0
-6.28559,-0.196172,6.28865,6.0,0.0
-7.83099,-2.714,8.28796,6.0,0.0
6.24199,1.50806,6.42158,6.0,0.0
-0.411233,-5.50933,5.52465,6.0,0.0
-7.04575,1.68125,7.24356,6.0,0.0
4.47852,2.5296,5.14354,6.0,0.0
-2.61723,-3.40683,4.29609,6.0,0.0
3.22522,1.4649,3.54231,6.0,0.0
4.04443,6.61264,7.75141,6.0,0.0
-5.37011,4.82687,7.22057,6.0,0.0
-5.74524,4.25286,7.14805,6.0,0.0
0.270301,-2.64533,2.6591,6.0,0.0
1.63765,10.1836,10.3144,6.0,0.0
3.83609,-5.84225,6.9891,6.0,0.0
11.4279,-4.807,12.3977,6.0,0.0
10.8582,-5.23016,12.0522,6.0,0.0
-0.186279,-5.49979,5.50294,6.0,0.0
6.49935,4.93548,8.16092,6.0,0.0
-4.44141,-1.87778,4.82206,6.0,0.0
-4.92785,-2.78046,5.65815,6.0,0.0
7.28716,3.07646,7.90995,6.0,0.0
7.63699,1.81163,7.84893,6.0,0.0
7.7835,2.54125,8.18784,6.0,0.0
5.97816,-2.08177,6.33025,6.0,0.0
-5.5344,-3.51876,6.5583,6.0,0.0
4.40455,-5.36922,6.94468,6.0,0.0
-10.1002,3.92995,10.8378,6.0,0.0
-2.6832,6.44809,6.98408,6.0,0.0
5.59244,-0.697658,5.63578,6.0,0.0
-0.193971,6.38991,6.39285,6.0,0.0
-5.86472,-0.96037,5.94283,6.0,0.0
-5.95762,-3.10702,6.71913,6.0,0.0
-4.42351,4.35256,6.20582,6.0,0.0
5.33329,2.43462,5.86271,6.0,0.0
5.15117,2.81655,5.8709,6.0,0.0
4.40064,3.35361,5.53284,6.0,0.0
-5.00159,5.53014,7.45643,6.0,0.0
7.60578,1.41903,7.73702,6.0,0.0
7.53663,1.7731,7.74239,6.0,0.0
-6.74594,-2.74876,7.28447,6.0,0.0
-8.67542,-3.21275,9.2512,6.0,0.0
-7.67761,-4.46188,8.87998,6.0,0.0
-4.91756,-3.54384,6.06145,6.0,0.0
8.13168,-0.762315,8.16733,6.0,0.0
6.24001,1.9055,6.52447,6.0,0.0
5.45312,0.410365,5.46853,6.0,0.0
-7.4374,0.811555,7.48154,6.0,0.0
-7.03967,2.72176,7.54751,6.0,0.0
-7.13276,3.28809,7.85416,6.0,0.0
2.7434,-3.27605,4.27302,6.0,0.0
9.12998,8.83512,12.705,6.0,0.0
5.08756,3.40214,6.12028,6.0,0.0
6.616,4.34656,7.91606,6.0,0.0
-8.71956,2.22802,8.99971,6.0,0.0
-8.35395,1.51611,8.49041,6.0,0.0
-1.01768,-4.97644,5.07943,6.0,0.0
-0.607051,7.72369,7.74751,6.0,0.0
-2.62957,6.46279,6.97727,6.0,0.0
0.680115,-4.89197,4.93902,6.0,0.0
2.40641,-6.15464,6.60836,6.0,0.0
2.12306,-6.18647,6.54063,6.0,0.0
10.3003,-3.20428,10.7872,6.0,0.0
-3.00494,6.00299,6.71309,6.0,0.0
-2.82414,-2.84269,4.00708,6.0,0.0
-3.08831,10.2137,10.6704,6.0,0.0
-2.90807,9.9662,10.3818,6.0,0.0
-0.956742,7.09777,7.16196,6.0,0.0
-8.30071,0.0712743,8.30101,6.0,0.0
-8.08985,0.246372,8.0936,6.0,0.0
4.56613,-4.49431,6.4069,6.0,0.0
5.70803,5.09786,7.65309,6.0,0.0
-0.363411,6.40508,6.41538,6.0,0.0
0.251775,7.56138,7.56557,6.0,0.0
4.24481,6.89754,8.09904,6.0,0.0
4.67999,7.64876,8.96693,6.0,0.0
1.54075,10.6206,10.7318,6.0,0.0
-5.88926,-1.31371,6.034,6.0,0.0
3.04019,2.05675,3.67056,6.0,0.0
7.24435,4.37167,8.46121,7.0,0.0
8.84422,1.25374,8.93265,7.0,0.0
5.28086,-6.29745,8.2186,7.0,0.0
-3.38131,3.82202,5.10305,7.0,0.0
11.8991,-9.18069,15.0291,7.0,0.0
-0.330047,-0.0602039,0.335493,7.0,0.0
-5.88703,0.3379,5.89672,7.0,0.0
-7.49392,4.62626,8.80688,7.0,0.0
6.21371,4.58423,7.72175,7.0,0.0
-2.99626,-4.91955,5.76016,7.0,0.0
7.64129,3.19413,8.28201,7.0,0.0
5.71348,-2.20046,6.12257,7.0,0.0
-7.47443,-2.62286,7.92127,7.0,0.0
-4.67127,-8.11255,9.36131,7.0,0.0
-2.8301,-5.40863,6.10432,7.0,0.0
1.75054,4.99987,5.29746,7.0,0.0
-3.88302,-0.0707208,3.88367,7.0,0.0
1.89192,11.3294,11.4863,7.0,0.0
1.17748,11.4285,11.489,7.0,0.0
0.74996,11.1437,11.1689,7.0,0.0
-1.4006,-5.11085,5.29929,7.0,0.0
-3.98676,-3.53647,5.32925,7.0,0.0
-1.51103,-4.92956,5.15594,7.0,0.0
-2.69154,7.24182,7.72582,7.0,0.0
8.22189,2.1702,8.50348,7.0,0.0
4.74827,-5.84172,7.52807,7.0,0.0
-7.81249,2.88504,8.32817,7.0,0.0
-5.69558,0.191021,5.69878,7.0,0.0
5.05497,6.61813,8.32781,7.0,0.0
-3.0764,-3.38608,4.5749,7.0,0.0
1.40502,-5.19508,5.38173,7.0,0.0
-3.56607,6.31236,7.25001,7.0,0.0
-6.55309,-4.82039,8.13506,7.0,0.0
-6.55657,4.88607,8.17693,7.0,0.0
-6.74359,3.02153,7.38956,7.0,0.0
3.86057,6.7179,7.74817,7.0,0.0
2.41869,7.1529,7.55076,7.0,0.0
1.9453,6.15936,6.45925,7.0,0.0
3.44726,6.26519,7.15095,7.0,0.0
0.83058,-7.33147,7.37837,7.0,0.0
7.2749,1.35675,7.40033,7.0,0.0
-7.13311,0.855793,7.18426,7.0,0.0
-9.04465,0.733855,9.07437,7.0,0.0
3.46398,6.7804,7.614,7.0,0.0
-3.95988,-5.07111,6.43404,7.0,0.0
4.63253,-3.13962,5.59621,7.0,0.0
-3.26481,0.631378,3.3253,7.0,0.0
-6.57356,4.05633,7.72434,7.0,0.0
1.8081,9.48499,9.65579,7.0,0.0
1.91023,-7.92774,8.15464,7.0,0.0
2.79576,-8.08034,8.55034,7.0,0.0
-0.193185,-6.20563,6.20863,7.0,0.0
-7.56852,1.23265,7.66824,7.0,0.0
-2.22924,-4.17793,4.73547,7.0,0.0
-5.40502,4.90779,7.30073,7.0,0.0
2.5065,10.7028,10.9924,7.0,0.0
1.48927,9.84145,9.95349,7.0,0.0
3.91063,-5.89663,7.07554,7.0,0.0
11.7858,-4.91527,12.7697,7.0,0.0
6.46146,-7.68967,10.044,7.0,0.0
-4.68678,-2.5106,5.31687,7.0,0.0
-5.01536,-2.79666,5.74241,7.0,0.0
5.97826,-2.08178,6.33036,7.0,0.0
-5.2549,-3.77171,6.46836,7.0,0.0
-10.9793,3.71946,11.5923,7.0,0.0
-10.1736,3.93031,10.9064,7.0,0.0
-6.42761,-1.92757,6.71041,7.0,0.0
-5.00509,-2.60841,5.644,7.0,0.0
-4.96837,5.51764,7.42489,7.0,0.0
8.12849,1.9895,8.36842,7.0,0.0
-7.24113,-2.52095,7.66741,7.0,0.0
-6.75148,-2.68404,7.26544,7.0,0.0
-8.48142,-5.11699,9.90546,7.0,0.0
-8.65967,-3.18767,9.22773,7.0,0.0
8.5964,2.92154,9.07929,7.0,0.0
-8.58515,3.29649,9.19629,7.0,0.0
2.92543,-3.06437,4.23657,7.0,0.0
9.14153,8.84266,12.7185,7.0,0.0
-9.34508,2.27231,9.61737,7.0,0.0
-8.52253,2.17932,8.79676,7.0,0.0
-3.56245,6.54118,7.44836,7.0,0.0
-1.40386,6.89323,7.03473,7.0,0.0
1.04327,-5.56492,5.66186,7.0,0.0
1.48541,-6.45426,6.62298,7.0,0.0
2.64868,-6.86185,7.3553,7.0,0.0
10.5796,-2.8564,10.9585,7.0,0.0
-3.46674,5.10057,6.16718,7.0,0.0
-3.55259,10.9745,11.5352,7.0,0.0
-0.130399,11.9799,11.9807,7.0,0.0
-7.1747,0.707706,7.20952,7.0,0.0
-7.19363,-0.278168,7.19901,7.0,0.0
1.41914,8.45448,8.57276,7.0,0.0
4.24746,6.89101,8.09487,7.0,0.0
1.88864,8.12937,8.34588,7.0,0.0
-0.392922,-0.00541809,0.392959,8.0,0.0
0.713219,10.8129,10.8364,8.0,0.0
-3.58131,7.60964,8.41025,8.0,0.0
3.61789,3.22362,4.8457,8.0,0.0
6.49886,-7.03245,9.57551,8.0,0.0
9.70377,-4.51731,10.7037,8.0,0.0
9.99941,-4.55579,10.9883,8.0,0.0
10.2162,-4.96517,11.3588,8.0,0.0
10.5524,-5.67613,11.9821,8.0,0.0
-4.00468,-3.79913,5.52005,8.0,0.0
-2.271,8.30152,8.60655,8.0,0.0
5.99875,-0.74095,6.04433,8.0,0.0
7.16174,-2.33028,7.53132,8.0,0.0
2.26682,-5.77052,6.19979,8.0,0.0
3.42865,-5.78506,6.72477,8.0,0.0
-1.54627,6.70363,6.87966,8.0,0.0
1.57104,7.56017,7.72168,8.0,0.0
6.49382,6.07252,8.89074,8.0,0.0
-4.95618,6.52766,8.19597,8.0,0.0
7.88577,4.57677,9.11768,8.0,0.0
8.30047,-3.61545,9.05369,8.0,0.0
-6.57932,-3.50553,7.45494,8.0,0.0
-7.15097,5.99049,9.32858,8.0,0.0
6.7531,-4.24273,7.97528,8.0,0.0
4.81318,-3.91555,6.2047,8.0,0.0
13.0222,1.15741,13.0735,8.0,0.0
1.98038,7.62433,7.87733,8.0,0.0
3.27835,8.33856,8.95987,8.0,0.0
-8.40131,1.14152,8.47851,8.0,0.0
0.0810732,11.9366,11.9369,8.0,0.0
-2.69011,8.48282,8.89915,8.0,0.0
-9.02707,0.191513,9.0291,8.0,0.0
-0.99322,7.68249,7.74643,8.0,0.0
5.84475,6.58327,8.80343,8.0,0.0
-2.30189,-4.25784,4.84024,8.0,0.0
0.0513102,8.16003,8.16019,8.0,0.0
3.29057,-8.95806,9.54331,8.0,0.0
12.3334,-4.56499,13.1512,8.0,0.0
11.3115,-4.0969,12.0306,8.0,0.0
9.92377,-3.96491,10.6865,8.0,0.0
10.3867,-5.1075,11.5746,8.0,0.0
6.80846,4.73042,8.29047,8.0,0.0
6.28929,-3.02355,6.97833,8.0,0.0
